ID,NAME,Label
5718,Luanda,Gulf of Guinea
363,Waterford,Northern European Seas
3664,Chalmette,Warm Temperate Northwest Atlantic
2339,Hoboken,Northern European Seas
3216,Nantes,Lusitanian
2025,Nore Anch.,Northern European Seas
3330,Bruges,Northern European Seas
5894,Quebec,Cold Temperate Northwest Atlantic
2876,Trelleborg,Northern European Seas
1917,Leixoes,Lusitanian
5579,Hamble,Northern European Seas
537,U.S.A.,Tropical Northwestern Atlantic
7758,La Salineta,Lusitanian
1725,Ballangen,Northern European Seas
3955,Cardiff,Northern European Seas
977,Argentina,Warm Temperate Southwestern Atlantic
4513,Suriname,North Brazil Shelf
374,Hammerfall,Northern European Seas
1421,Venezuela,Tropical Northwestern Atlantic
5072,Banjul,West African Transition
2580,Sharpness,Northern European Seas
2152,Summerside,Cold Temperate Northwest Atlantic
3061,Zwyndrecht(BEL),Northern European Seas
4981,Cliffe,Northern European Seas
3394,Corpus Christi,Warm Temperate Northwest Atlantic
5608,Monrovia,Gulf of Guinea
4637,U.S. Gulf,Warm Temperate Northwest Atlantic
8244,South Killingholme,Northern European Seas
2116,Honfleur,Northern European Seas
3982,Ploce,Mediterranean Sea
4288,Partington,Northern European Seas
3290,San Pedro(ARG),Warm Temperate Southwestern Atlantic
406,San Ciprian,Lusitanian
7632,Zwijndrecht(NLD),Northern European Seas
5577,Canada,Cold Temperate Northwest Atlantic
3953,Bermuda,Tropical Northwestern Atlantic
5955,Igarka,Arctic
4456,Tornio,Northern European Seas
1123,Inverkeithing,Northern European Seas
4449,Nador,Mediterranean Sea
8152,Ponta Delgada(AZO),Lusitanian
86,Nieuw Nickerie,North Brazil Shelf
5159,Le Treport,Northern European Seas
2541,Cromarty Firth,Northern European Seas
4274,Horten,Northern European Seas
267,Manzanillo(DOM),Tropical Northwestern Atlantic
4364,Kirkenes,Northern European Seas
8322,Rafnes,Northern European Seas
4078,Bermeo,Lusitanian
5138,Iceland,Northern European Seas
2220,Maracaibo,Tropical Northwestern Atlantic
2782,Port Everglades,Tropical Northwestern Atlantic
8709,Ama Anch.,Warm Temperate Northwest Atlantic
4569,Runcorn,Northern European Seas
2600,Neath,Northern European Seas
1080,Tarragona,Mediterranean Sea
4861,Le Legue,Northern European Seas
8501,Big Creek,Tropical Northwestern Atlantic
3126,Durres,Mediterranean Sea
1550,Demerara,North Brazil Shelf
4895,Temse,Northern European Seas
4155,Workington,Northern European Seas
1257,Puerto Bolivar(ECU),Tropical East Pacific
2554,Sas van Ghent,Northern European Seas
1150,Stornoway,Northern European Seas
253,Belfast,Northern European Seas
3833,New Bedford,Cold Temperate Northwest Atlantic
3133,Frederikshavn,Northern European Seas
5591,Mostaganem,Mediterranean Sea
1293,Sunndalsora,Northern European Seas
1332,Ecuador,Tropical East Pacific
1277,Sandown Bay,Northern European Seas
1867,Leer,Northern European Seas
6026,Jelsa,Northern European Seas
5312,Renkum,Northern European Seas
3956,Brightlingsea,Northern European Seas
7701,Newport News,Cold Temperate Northwest Atlantic
717,Joensuu,Northern European Seas
3341,Freeport(Texas),Warm Temperate Northwest Atlantic
3791,Owendo,Gulf of Guinea
6063,Gorinchem,Northern European Seas
2550,Jersey,Northern European Seas
7975,Wilmington(DE USA),Cold Temperate Northwest Atlantic
1795,Wallhamn,Northern European Seas
725,Clarkson,Great Lakes
3020,Kamsar,Gulf of Guinea
2654,Reydharfjordur,Arctic
2091,River Trent,Northern European Seas
3500,Galatz,Black Sea
8553,Kopavogur,Northern European Seas
3668,Faroes,Northern European Seas
452,Puerto Bolivar(COL),Tropical Northwestern Atlantic
743,Santo Tomas de Castilla,Tropical Northwestern Atlantic
1647,Pointe aux Trembles,Cold Temperate Northwest Atlantic
6047,Rades,Mediterranean Sea
2165,Ince,Northern European Seas
8020,Dintelmond,Northern European Seas
909,Gulfport,Warm Temperate Northwest Atlantic
2153,Three Rivers,Cold Temperate Northwest Atlantic
1219,Altamira,Tropical Northwestern Atlantic
158,Burntisland,Northern European Seas
1995,Greenock,Northern European Seas
655,Frederiksvaerk,Northern European Seas
2774,Zaandam,Northern European Seas
5917,Seville,Lusitanian
4636,Point Fortin,North Brazil Shelf
1391,Point Central,Lusitanian
6289,Papendrecht,Northern European Seas
4666,Arzew,Mediterranean Sea
5703,Hovensa,Tropical Northwestern Atlantic
2335,New London,Cold Temperate Northwest Atlantic
285,Ramsgate,Northern European Seas
1428,Seven Islands,Cold Temperate Northwest Atlantic
828,Tartous,Mediterranean Sea
6233,Pozzallo,Mediterranean Sea
5506,Cabinda,Gulf of Guinea
3010,Agadir,Lusitanian
257,Ruthenstrom,Northern European Seas
3312,Rudkobing,Northern European Seas
2627,Juelsminde,Northern European Seas
1279,Horsens,Northern European Seas
5761,Ustka,Northern European Seas
1822,Stralsund,Northern European Seas
552,Vordingborg,Northern European Seas
1596,Bandholm,Northern European Seas
1267,Svendborg,Northern European Seas
5659,Naestved,Northern European Seas
4758,Elsfleth,Northern European Seas
5814,Busum,Northern European Seas
6184,Puttgarden,Northern European Seas
6260,Vierow,Northern European Seas
4485,Kolobrzeg,Northern European Seas
4975,Denmark,Northern European Seas
4556,Stepnica,Northern European Seas
3504,Helgoland,Northern European Seas
5664,Itzehoe,Northern European Seas
6391,Ladebow,Northern European Seas
4928,Krefeld,Northern European Seas
4875,Lidkoping,Northern European Seas
1047,Rochefort,Lusitanian
3278,Holyhead,Northern European Seas
3253,Kappeln,Northern European Seas
4439,Sables d'Olonne,Lusitanian
89,Colchester,Northern European Seas
759,Gunness,Northern European Seas
293,Nykobing(Mors),Northern European Seas
5945,Vejle,Northern European Seas
2997,Middelfart,Northern European Seas
3384,Wisbech,Northern European Seas
3082,Fecamp,Northern European Seas
814,Varkaus,Northern European Seas
2900,Heysham,Northern European Seas
5744,Treguier,Northern European Seas
2810,Weymouth,Northern European Seas
3498,Foynes,Northern European Seas
1345,River Weser,Northern European Seas
961,Kem,Arctic
4473,Ludwigshafen am Rhein,Northern European Seas
3715,Neuss,Northern European Seas
1885,Drachten,Northern European Seas
2981,Dortmund,Northern European Seas
1950,Utrecht,Northern European Seas
2666,Gelsenkirchen,Northern European Seas
5236,Netherlands,Northern European Seas
5397,Grenaa,Northern European Seas
5045,Skive,Northern European Seas
1141,New Ross,Northern European Seas
1160,Ellesmere Port,Northern European Seas
1443,Hohenhorn,Northern European Seas
831,Leeuwarden,Northern European Seas
3589,Chioggia,Mediterranean Sea
1881,Groningen,Northern European Seas
5658,Nexo,Northern European Seas
2139,Wormerveer,Northern European Seas
1190,Stubbekobing,Northern European Seas
7667,Stevns Pier,Northern European Seas
5331,Stein,Northern European Seas
6117,Urk,Northern European Seas
3512,Angra do Heroismo,Lusitanian
1745,Logstor,Northern European Seas
4171,Drogheda,Northern European Seas
2514,Bridgewater(CAN),Cold Temperate Northwest Atlantic
5539,Thisted,Northern European Seas
3553,Burgstaaken,Northern European Seas
6378,Masnedsund,Northern European Seas
5515,Lomma,Northern European Seas
848,Oss,Northern European Seas
6397,Anklam,Northern European Seas
1221,Burton upon Stather,Northern European Seas
1065,Wyk,Northern European Seas
3686,Darlowo,Northern European Seas
6318,Lauterbach,Northern European Seas
2983,Gluckstadt,Northern European Seas
3847,Simrishamn,Northern European Seas
1694,Soby,Northern European Seas
4736,Sassnitz,Northern European Seas
1338,Hochdonn,Northern European Seas
4691,Orehoved,Northern European Seas
1076,Thyboron,Northern European Seas
5776,Tuzla,Mediterranean Sea
2891,Bendorf,Northern European Seas
3369,Vannes,Lusitanian
1442,Great Oakley,Northern European Seas
4737,Sonderborg,Northern European Seas
4881,Eckernforde,Northern European Seas
1177,Skaelskor,Northern European Seas
7664,Salzgitter,Northern European Seas
4851,Ceuta,Mediterranean Sea
6165,Vang,Northern European Seas
1712,Bornholm,Northern European Seas
5721,Macduff,Northern European Seas
6271,Kethole Anch.,Northern European Seas
5755,Hanstholm,Northern European Seas
1354,Joutseno,Northern European Seas
5616,Wewelsfleth,Northern European Seas
1761,Wicklow,Northern European Seas
1118,Amrum Is.,Northern European Seas
4275,Augustenborg,Northern European Seas
5088,England,Northern European Seas
407,Sevastopol,Black Sea
4844,Marin,Lusitanian
5930,Larnaca,Mediterranean Sea
1679,Schwarzenhutten,Northern European Seas
1911,Heiligenhafen,Northern European Seas
5612,Nykoping,Northern European Seas
1439,Limerick,Northern European Seas
5880,Volgograd,Volga
4431,Mukran,Northern European Seas
1856,Sandnes,Northern European Seas
2879,Keadby,Northern European Seas
5053,Mariager,Northern European Seas
6400,Virtsu,Northern European Seas
506,Hornefors,Northern European Seas
2530,Aeroskobing,Northern European Seas
8239,Horumersiel,Northern European Seas
2226,Gufunes,Northern European Seas
73,St. Nazaire,Lusitanian
8480,Hawke Anch.,Northern European Seas
1133,Graasten,Northern European Seas
123,Flekkefjord,Northern European Seas
2528,Hudiksvall,Northern European Seas
4918,Kambo,Northern European Seas
622,Sigerfjord,Northern European Seas
382,U.K.,Northern European Seas
2607,Wischhafen,Northern European Seas
986,Walsoorden,Northern European Seas
4256,Belgium,Northern European Seas
1409,Ringkobing,Northern European Seas
1163,Eikefet,Northern European Seas
1532,Thessaloniki,Mediterranean Sea
6286,Baltiysk,Northern European Seas
142,Germany,Northern European Seas
1553,Scalloway,Northern European Seas
5194,Spain,Mediterranean Sea
5359,Hobro,Northern European Seas
2178,Jorf Lasfar,Lusitanian
3377,Norderney,Northern European Seas
4363,Cowes,Northern European Seas
4906,Wageningen,Northern European Seas
6008,Lochem,Northern European Seas
3389,Mulheim,Northern European Seas
1050,Ulsteinvik,Northern European Seas
503,Kapelle op den Bos,Northern European Seas
3688,Otterbacken,Northern European Seas
4946,Stord,Northern European Seas
7541,Barth,Northern European Seas
28,Marina di Carrara,Mediterranean Sea
5635,Bamble,Northern European Seas
8737,Sogne,Northern European Seas
3774,Glensanda,Northern European Seas
1376,Honsater,Northern European Seas
1477,Berwick-upon-Tweed,Northern European Seas
299,San Felix,North Brazil Shelf
5542,Sande,Northern European Seas
4070,Odessa,Black Sea
2385,Antalya,Mediterranean Sea
2753,Isle of Grain,Northern European Seas
4599,Dieppe,Northern European Seas
3902,Fosdyke,Northern European Seas
1083,Studstrup,Northern European Seas
3837,Catania,Mediterranean Sea
3912,Motril,Mediterranean Sea
5991,Neuhaus,Northern European Seas
1262,Warnemunde,Northern European Seas
7954,Olkiluoto,Northern European Seas
4432,Barry,Northern European Seas
3329,Tammisaari,Northern European Seas
5523,Warri,Gulf of Guinea
8065,Raudeberg,Northern European Seas
3466,Bergkvara,Northern European Seas
6164,Hessle,Northern European Seas
1997,Oran,Mediterranean Sea
2688,Beirut,Mediterranean Sea
560,Grimbergen,Northern European Seas
5421,Rahja,Northern European Seas
3776,Roscoff,Northern European Seas
4479,Fenit,Northern European Seas
4244,Brevik,Northern European Seas
445,Braviken,Northern European Seas
5200,Finland,Northern European Seas
2416,Holtenau,Northern European Seas
2328,German Bay,Northern European Seas
9549,Messina Strait,Mediterranean Sea
4772,Borkum,Northern European Seas
8524,Fagervika,Northern European Seas
1975,Caen,Northern European Seas
7503,Dirhami,Northern European Seas
547,Tolkkinen,Northern European Seas
5069,Firth of Forth,Northern European Seas
8111,Balder Field,Northern European Seas
2015,Kirkwall,Northern European Seas
4454,Contrecoeur,Cold Temperate Northwest Atlantic
4600,Paris,Northern European Seas
3629,Hengelo,Northern European Seas
7927,Butzfleth,Northern European Seas
4004,Selby(GBR),Northern European Seas
4535,Hardinxveld,Northern European Seas
4022,Bohus,Northern European Seas
3995,Bayside,Cold Temperate Northwest Atlantic
1891,Misurata,Mediterranean Sea
2126,Etne,Northern European Seas
7647,Espevik,Northern European Seas
947,Aardalstangen,Northern European Seas
5036,Ortona,Mediterranean Sea
5496,Liege,Northern European Seas
2112,Cabedelo,Tropical Southwestern Atlantic
6336,Lithuania,Northern European Seas
4115,Skuru,Northern European Seas
2410,Netley Anch.,Northern European Seas
3719,Cadiz,Lusitanian
5467,Kinsale,Northern European Seas
1877,Langesund,Northern European Seas
3736,Bridgwater,Northern European Seas
5005,Halling,Northern European Seas
6186,Grovehurst Jetty,Northern European Seas
2681,Nijmegen,Northern European Seas
3374,Oosterhout,Northern European Seas
25,Pascagoula,Warm Temperate Northwest Atlantic
5083,Venlo,Northern European Seas
3882,Ushuaia,Magellanic
1320,Hirtshals,Northern European Seas
4871,Skien,Northern European Seas
2515,Morocco,Lusitanian
2454,Youghal,Northern European Seas
4395,Puhos,Northern European Seas
3708,Mustola,Northern European Seas
5430,Lixhe,Northern European Seas
6344,Ueckermunde,Northern European Seas
7651,Kavkaz,Black Sea
66,Lancaster,Northern European Seas
5240,Turbo,Tropical Northwestern Atlantic
1789,Mannheim,Northern European Seas
2953,Kwaadmechelen,Northern European Seas
777,Dormagen,Northern European Seas
4503,Forsmark,Northern European Seas
2270,Spijk,Northern European Seas
6121,Hallekis,Northern European Seas
805,Ayr,Northern European Seas
7880,Paljassaare,Northern European Seas
5796,Silloth,Northern European Seas
4820,Kruibeke,Northern European Seas
7884,Lehtma,Northern European Seas
6337,Estonia,Northern European Seas
5951,Poole,Northern European Seas
5314,Theodosia,Black Sea
5441,Enkoping,Northern European Seas
1742,Calabar,Gulf of Guinea
5765,Geiranger,Northern European Seas
2628,Garelochhead,Northern European Seas
6416,Svetlyy,Northern European Seas
2913,Ouderkerk,Northern European Seas
4867,Nacala,Western Indian Ocean
494,Statfjord Terminal,Northern European Seas
1088,Nigg Terminal,Northern European Seas
5593,Buckie,Northern European Seas
899,Le Guildo,Northern European Seas
3755,Kuopio,Northern European Seas
2368,Paluden,Northern European Seas
7959,Harding Field,Northern European Seas
415,Kalajoki,Northern European Seas
5780,Farge,Northern European Seas
3354,Kaukas,Northern European Seas
3557,Katholm,Northern European Seas
3707,Aardal,Northern European Seas
3227,Rundvik,Northern European Seas
136,Lappeenranta,Northern European Seas
166,Marseilles,Mediterranean Sea
1735,Norresundby,Northern European Seas
8038,Ross-Parry Field,Northern European Seas
4470,Lillesand,Northern European Seas
2892,Ribadeo,Lusitanian
8004,Tjeldbergodden,Northern European Seas
2099,Tetney Terminal,Northern European Seas
4877,River Elbe,Northern European Seas
3181,Stellendam,Northern European Seas
7536,Lauwersoog,Northern European Seas
3098,Rostov,Black Sea
2655,Gullfaks Terminal,Northern European Seas
1633,Villagarcia,Lusitanian
5639,Almeria,Mediterranean Sea
5567,Molde,Northern European Seas
7573,Draugen Field,Northern European Seas
3058,Taganrog,Black Sea
6500,Alba Field,Northern European Seas
2973,Cherepovets,Arctic
4667,Siilinjarvi,Northern European Seas
732,Algiers,Mediterranean Sea
3884,Balsta,Northern European Seas
5547,Poland,Northern European Seas
5066,Harstad,Northern European Seas
2833,Valparaiso,Warm Temperate Southeastern Pacific
4414,Honningsvaag,Northern European Seas
313,Kastrup,Northern European Seas
7981,Sabine,Warm Temperate Northwest Atlantic
1096,Oristano,Mediterranean Sea
2721,Lyngdal,Northern European Seas
8647,Kamyshin,Volga
4162,Husoy,Northern European Seas
2309,Bari,Mediterranean Sea
8757,Shannon Estuary,Northern European Seas
719,Stigsnaesvaerkets Havn,Northern European Seas
2685,Augusta,Mediterranean Sea
4799,Duluth,Great Lakes
3756,Kronshtadt,Northern European Seas
1658,Rio Haina,Tropical Northwestern Atlantic
7839,Lemwerder,Northern European Seas
2831,Fort de France,Tropical Northwestern Atlantic
4442,Groot-Ammers,Northern European Seas
1642,Llanddulas,Northern European Seas
7899,Zuilichem,Northern European Seas
9498,Puurs,Northern European Seas
763,Ostermoor,Northern European Seas
8324,Pionerskiy,Northern European Seas
3243,Palma(Maj),Mediterranean Sea
1369,San Juan(PRI),Tropical Northwestern Atlantic
1515,Werkendam,Northern European Seas
898,Sylt Is.,Northern European Seas
7922,Pori,Northern European Seas
4253,Aalvik,Northern European Seas
4986,Olden,Northern European Seas
2707,Dundalk,Northern European Seas
117,Slemmestad,Northern European Seas
1930,Vestnes,Northern European Seas
5684,Hoyanger,Northern European Seas
2162,Umag,Mediterranean Sea
3404,Deventer,Northern European Seas
179,Mersey Bar,Northern European Seas
2645,Fuglafjordur,Northern European Seas
5677,Varna,Black Sea
4188,Port au Prince,Tropical Northwestern Atlantic
3052,Aughinish Is.,Northern European Seas
3613,Porto Vesme,Mediterranean Sea
4883,Slikkerveer,Northern European Seas
5030,Reykholar,Northern European Seas
2623,Vestmannaeyjar,Northern European Seas
9243,Bergneset,Northern European Seas
5440,Engene,Northern European Seas
3538,Namsos,Northern European Seas
1235,Eskifjordur,Arctic
6185,Kinlochbervie,Northern European Seas
2907,Chicago,Great Lakes
5575,Safaga,Red Sea and Gulf of Aden
3860,Oakham Ness,Northern European Seas
4703,Iskenderun,Mediterranean Sea
3704,Ceyhan,Mediterranean Sea
2171,Eide,Northern European Seas
3499,Ramsvik,Northern European Seas
5753,Castries,Tropical Northwestern Atlantic
5350,Surte,Northern European Seas
4283,Mosterhamn,Northern European Seas
3350,Bissau,Gulf of Guinea
4165,Mersin,Mediterranean Sea
6355,Lomonosov,Northern European Seas
3534,Leirvik,Northern European Seas
2414,Radicatel,Northern European Seas
5420,The Downs,Northern European Seas
1612,Talcahuano,Warm Temperate Southeastern Pacific
2291,Ponta do Ubu,Tropical Southwestern Atlantic
2834,Valleyfield,Cold Temperate Northwest Atlantic
100,Manchester(GBR),Northern European Seas
213,White Sea,Arctic
2190,Cuba,Tropical Northwestern Atlantic
4996,Bremanger,Northern European Seas
2020,Douglas,Northern European Seas
5860,Beaumont,Warm Temperate Northwest Atlantic
2381,Steinkjer,Northern European Seas
2107,Safi,Lusitanian
3986,Stokmarknes,Northern European Seas
2486,Galway,Northern European Seas
1016,Agnefest,Northern European Seas
3338,Arklow,Northern European Seas
2713,Penzance,Northern European Seas
7939,Vitino,Arctic
590,Holmedal,Northern European Seas
1671,Akranes,Northern European Seas
2378,Vopnafjordur,Arctic
3326,Vila do Conde,North Brazil Shelf
2916,Svelgen,Northern European Seas
6480,Vlieland,Northern European Seas
5622,Port Gentil,Gulf of Guinea
8097,Pembroke,Northern European Seas
53,Grundartangi,Northern European Seas
1563,Thorlakshofn,Northern European Seas
3426,Munksund,Northern European Seas
969,Ekofisk Terminal,Northern European Seas
5426,Aruba,Tropical Northwestern Atlantic
2637,Whitby,Northern European Seas
5913,Vasto,Mediterranean Sea
3587,Puerto Rico,Tropical Northwestern Atlantic
5201,Recife,Tropical Southwestern Atlantic
197,Stjernoy,Northern European Seas
7616,Sliedrecht,Northern European Seas
4050,Puerto Ordaz,North Brazil Shelf
8035,Bokn,Northern European Seas
6256,Hestvika,Northern European Seas
1274,St. Vincent(CPV),West African Transition
5344,Sneek,Northern European Seas
7508,Temryuk,Black Sea
2771,Lattakia,Mediterranean Sea
3196,Benghazi,Mediterranean Sea
8149,St. Peter Port,Northern European Seas
2912,Saltpan Anch.,Northern European Seas
4899,Miami,Tropical Northwestern Atlantic
959,Rye,Northern European Seas
6058,Sao Luiz,North Brazil Shelf
7935,Vlaardingen,Northern European Seas
4674,Vassiliko Bay,Mediterranean Sea
2982,Knarrevik,Northern European Seas
3960,Dudinka,Arctic
1120,Sable Is.,Cold Temperate Northwest Atlantic
4661,Natal(BRA),Tropical Southwestern Atlantic
8705,Triton Field,Northern European Seas
3996,Arnhem,Northern European Seas
1251,Skoghall,Northern European Seas
9736,Emmelsum,Northern European Seas
5446,Itacoatiara,North Brazil Shelf
5748,Samsun,Black Sea
3945,Sant' Antioco,Mediterranean Sea
3363,Fagerstrand,Northern European Seas
4752,Ravenna,Mediterranean Sea
3364,Zarzis,Mediterranean Sea
3292,Barbados,Tropical Northwestern Atlantic
3779,Scotland,Northern European Seas
4947,Amuay Bay,Tropical Northwestern Atlantic
4450,Coleraine,Northern European Seas
4547,Talara,Tropical East Pacific
1817,Conakry,Gulf of Guinea
4016,Tripoli(LBY),Mediterranean Sea
3405,Pescara,Mediterranean Sea
7617,Blenheim Field,Northern European Seas
8627,Glitne Field,Northern European Seas
4028,Port Harcourt,Gulf of Guinea
639,Barranquilla,Tropical Northwestern Atlantic
6228,Boca Grande Terminal,North Brazil Shelf
932,Tau,Northern European Seas
3614,Praia(CPV),West African Transition
3324,Freetown,Gulf of Guinea
5501,West Africa,West African Transition
577,Arroyo Seco,Warm Temperate Southwestern Atlantic
3519,Humbeek,Northern European Seas
8710,Arabi,Warm Temperate Northwest Atlantic
3973,Toledo(USA),Great Lakes
5538,Spurn Anch.,Northern European Seas
1146,Albany(USA),Cold Temperate Northwest Atlantic
714,Rainham(Kent),Northern European Seas
4738,Andernach,Northern European Seas
2739,Wesseling,Northern European Seas
5220,Bantry Bay,Northern European Seas
2853,Pascagoula light. area,Warm Temperate Northwest Atlantic
1796,San Nicolas(ARG),Warm Temperate Southwestern Atlantic
846,Trombetas,North Brazil Shelf
2498,Curacao,Tropical Northwestern Atlantic
4810,Saudarkrokur,Northern European Seas
5111,Comeau Bay,Cold Temperate Northwest Atlantic
9634,Maasbracht,Northern European Seas
2047,Wick,Northern European Seas
7829,Philipsburg,Tropical Northwestern Atlantic
3863,Aratu,Tropical Southwestern Atlantic
8021,Sturzelberg,Northern European Seas
2281,Pensacola,Warm Temperate Northwest Atlantic
2090,Sorvagur,Northern European Seas
5749,Annaba,Mediterranean Sea
2307,Onne,Gulf of Guinea
2522,Lanaken,Northern European Seas
5073,Wesel,Northern European Seas
686,Limassol,Mediterranean Sea
5906,Raamsdonksveer,Northern European Seas
8741,Boothville,Warm Temperate Northwest Atlantic
5177,Yerseke,Northern European Seas
1373,River Scheldt,Northern European Seas
2587,Valloy,Northern European Seas
3349,Vadheim,Northern European Seas
5170,Cologne,Northern European Seas
5807,Puerto Jose,Tropical Northwestern Atlantic
1920,Tiel,Northern European Seas
688,Small Ships Anch.,Northern European Seas
2616,Marsa el Brega,Mediterranean Sea
8204,Midsund,Northern European Seas
7649,Bolnes,Northern European Seas
4353,Maceio,Tropical Southwestern Atlantic
2972,Port Manatee,Tropical Northwestern Atlantic
7877,Njord Field,Northern European Seas
7716,Teal-Guillemot Field,Northern European Seas
6503,Gryphon Terminal,Northern European Seas
87,Gillingham,Northern European Seas
6403,Saetrepollen,Northern European Seas
1699,Bandar Anzali,Somali/Arabian
7846,Curlew Field,Northern European Seas
17,Boca Chica,Tropical Northwestern Atlantic
7568,Canso Strait,Cold Temperate Northwest Atlantic
9738,Worth am Rhein,Northern European Seas
4774,Venice,Mediterranean Sea
4264,Nemrut Bay,Mediterranean Sea
1161,Spjelkavik,Northern European Seas
659,Sao Sebastiao,Warm Temperate Southwestern Atlantic
1114,Astakos,Mediterranean Sea
8045,Butinge Terminal,Northern European Seas
5126,Gandia,Mediterranean Sea
5651,Barton on Humber,Northern European Seas
5596,Walsum,Northern European Seas
4057,Ardersier,Northern European Seas
8766,Aalst,Northern European Seas
4362,Southend,Northern European Seas
3023,Ghazaouet,Mediterranean Sea
496,Finnart,Northern European Seas
1356,Saratov,Volga
6501,Captain Field,Northern European Seas
4814,Lemvig,Northern European Seas
2653,Coatzacoalcos,Tropical Northwestern Atlantic
3705,Santo Domingo,Tropical Northwestern Atlantic
411,Barao de Teffe,Warm Temperate Southwestern Atlantic
5742,Finneid,Northern European Seas
2965,Concepcion del Uruguay,Warm Temperate Southwestern Atlantic
5740,Onega,Arctic
4006,Gemlik,Mediterranean Sea
595,'sGravendeel,Northern European Seas
5610,Straumsvik,Northern European Seas
2548,Akureyri,Northern European Seas
8663,Reedy Point,Cold Temperate Northwest Atlantic
5185,Gaeta,Mediterranean Sea
2379,La Goulette,Mediterranean Sea
7663,Hastings(GBR),Northern European Seas
2743,Point Comfort,Warm Temperate Northwest Atlantic
908,El Palito,Tropical Northwestern Atlantic
5318,Ireland,Northern European Seas
8211,Varg Field,Northern European Seas
5483,Fernandina,Warm Temperate Northwest Atlantic
8881,Serpentina Terminal,Gulf of Guinea
1897,Sidi Kerir Terminal,Mediterranean Sea
9530,Ceyhan Botas,Mediterranean Sea
4788,Northville,Cold Temperate Northwest Atlantic
8509,Haile Anch.,Northern European Seas
3521,La Spezia,Mediterranean Sea
7925,Lavera,Mediterranean Sea
8290,Banff Field,Northern European Seas
3523,Davant,Warm Temperate Northwest Atlantic
6142,Diliskelesi,Mediterranean Sea
7755,Malongo Terminal,Gulf of Guinea
2920,Puerto la Cruz,Tropical Northwestern Atlantic
1220,Hafnarfjordur,Northern European Seas
2709,La Skhira,Mediterranean Sea
5067,Annapolis Anch.,Cold Temperate Northwest Atlantic
4602,Neskaupstadur,Arctic
93,Kollafjordur,Northern European Seas
8046,Siri Field,Northern European Seas
4858,Suape,Tropical Southwestern Atlantic
4314,Avlis,Mediterranean Sea
5870,Lobith,Northern European Seas
9531,Ceyhan BTC,Mediterranean Sea
4773,Tonnay Charente,Lusitanian
5442,Concarneau,Lusitanian
3115,Svelvik,Northern European Seas
7675,Heidrun Field,Northern European Seas
4739,Sagunto,Mediterranean Sea
1560,Sandnessjoen,Northern European Seas
5794,Burnie,Temperate Australasia
1527,Thamshavn,Northern European Seas
9703,Tangier-Mediterranee,Lusitanian
3069,Cayo Arcas Terminal,Tropical Northwestern Atlantic
906,Kiel Canal,Northern European Seas
332,Cowes Roads,Northern European Seas
5869,Hurum,Northern European Seas
3742,Georgetown(USA),Warm Temperate Northwest Atlantic
5695,Roermond,Northern European Seas
4199,Melilla,Mediterranean Sea
9443,Kizomba Field,Gulf of Guinea
9731,Vuosaari,Northern European Seas
2278,Apia,Eastern Indo-Pacific
4992,Cagliari,Mediterranean Sea
5242,Porto Torres,Mediterranean Sea
946,Rosslare,Northern European Seas
5234,Gaspe,Cold Temperate Northwest Atlantic
9279,Icdas,Mediterranean Sea
1835,Kjopsvik,Northern European Seas
8000,Norne Field,Northern European Seas
8112,Aasgard Field,Northern European Seas
7618,Fife Field,Northern European Seas
8222,South Arne Field,Northern European Seas
4406,Sousse,Mediterranean Sea
3522,Matanzas(VEN),North Brazil Shelf
3431,Fall River,Cold Temperate Northwest Atlantic
5224,Bejaia,Mediterranean Sea
2470,Barents Sea,Northern European Seas
3696,Sheet Harbour,Cold Temperate Northwest Atlantic
5891,Haifa,Mediterranean Sea
5336,Jamaica,Tropical Northwestern Atlantic
8059,Flaam,Northern European Seas
1401,Isle of Wight,Northern European Seas
3785,Dominica,Tropical Northwestern Atlantic
5892,Clyde,Northern European Seas
2650,Santa Panagia,Mediterranean Sea
1812,Lillebukt,Northern European Seas
8529,Okono Terminal,Gulf of Guinea
7965,Schiehallion Field,Northern European Seas
333,Cartagena(ESP),Mediterranean Sea
2984,Djeno Terminal,Gulf of Guinea
2160,Tail of Bank,Northern European Seas
1803,St. Eustatius,Tropical Northwestern Atlantic
8110,Jotun Field,Northern European Seas
3645,Brodick,Northern European Seas
8880,Bonga Terminal,Gulf of Guinea
8628,Hanze Field,Northern European Seas
8376,Chestnut Field,Northern European Seas
4465,Scarborough(GBR),Northern European Seas
392,Loch Striven,Northern European Seas
114,Belle Chasse,Warm Temperate Northwest Atlantic
4048,Grimstad,Northern European Seas
1283,Qua Iboe Terminal,Gulf of Guinea
3836,Follafoss,Northern European Seas
9775,Greater Plutonio Terminal,Gulf of Guinea
2296,Convent,Warm Temperate Northwest Atlantic
3335,Burcht,Northern European Seas
318,Rifshofn,Northern European Seas
4567,Yabucoa,Tropical Northwestern Atlantic
9719,Evyap,Mediterranean Sea
5303,Braila,Black Sea
3319,Kourou,North Brazil Shelf
5771,Port Talbot,Northern European Seas
327,Madre de Deus,Tropical Southwestern Atlantic
8589,Punta Europa Terminal,Gulf of Guinea
2934,Sabine Pass,Warm Temperate Northwest Atlantic
2662,Averoy,Northern European Seas
1876,Sunk Anch.,Northern European Seas
7997,Pierce Field,Northern European Seas
5779,Aagotnes,Northern European Seas
5540,Tarbert Is.,Northern European Seas
