,name,Label
1004,Crust_%28geology%29,Geography
1005,Crustacean,Science
1006,Cryptography,Technology
1007,Crystal,Science
1008,Cuba,Countries
1009,Cubeb,Science
1010,Cubism,Culture
1011,Cuckmere_Haven,Geography
1012,Cultivar,Science
1013,Cultural_diversity,Citizenship
1014,Cultural_identity,Citizenship
1015,Culture,Everyday_life
1016,Culture_of_the_Democratic_Republic_of_the_Congo,Geography
1017,Curium,Science
1018,Currency,Economics
1019,Cyanocobalamin,Science
1020,Cyberpunk,Culture
1021,Cyclops,History
1022,Cymbopogon,Science
1023,Cyprus,Geography
1024,Cyrus_the_Great,People
1025,Cystic_fibrosis,Science
1026,Czech_Republic,Geography
1027,D%C3%A1l_Riata,History
1028,D%C3%BCsseldorf,Geography
1029,DNA,Science
1030,DNA_repair,Science
1031,DVD,Technology
1032,Dad%27s_Army,Everyday_life
1033,Dada,Citizenship
1034,Dakar,Geography
1035,Dakota%2C_Minnesota_and_Eastern_Railroad,Technology
1036,Dallas%2C_Texas,Geography
1037,Dam,Technology
1038,Damascus,Geography
1039,Damascus_steel,Technology
1040,Damon_Hill,People
1041,Dance,Everyday_life
1042,Dandelion,Science
1043,Daniel_Day-Lewis,People
1044,Daniel_Ellsberg,People
1045,Danske_Statsbaner,Technology
1046,Dante_Alighieri,People
1047,Danube,Geography
1048,Darfur_conflict,History
1049,Dark_Ages,History
1050,Darling_River,Geography
1051,Darmstadtium,Science
1052,Darth_Vader,Everyday_life
1053,Dartmoor,Geography
1054,Das_Kapital,Economics
1055,Data_Encryption_Standard,Technology
1056,David_Attenborough,People
1057,David_Beckham,People
1058,David_Cameron,People
1059,David_Copperfield_%28novel%29,Culture
1060,David_Heymann,People
1061,David_Hilbert,People
1062,David_Hume,People
1063,David_Livingstone,People
1064,Davis_Cup,Everyday_life
1065,Davy_Jones%27_Locker,Culture
1066,Day,Everyday_life
1067,Dayuan,Geography
1068,Dead_Sea,Geography
1069,Dead_Sea_scrolls,Culture
1070,Death_Valley_National_Park,Geography
1071,Decade_Volcanoes,Geography
1072,Deconstructivism,Technology
1073,Definition_of_planet,Science
1074,Deinonychus,Science
1075,Deity,Culture
1076,Delhi,Geography
1077,Deluge_%28mythology%29,Culture
1078,Demand_Note,Economics
1079,Democracy,Citizenship
1080,Democratic_Action_Party,Citizenship
1081,Democratic_Republic_of_the_Congo,Geography
1082,Demosthenes,People
1083,Denis_Law,People
1084,Denmark,Geography
1085,Dennis_Ritchie,People
1086,Denver%2C_Colorado,Geography
1087,Derby,Geography
1088,Desert,Geography
1089,Desert_locust,Science
1090,Desmond_Tutu,People
1091,Despotism,Citizenship
1092,Detroit%2C_Michigan,Geography
1093,Devonian,Geography
1094,Diabetes_mellitus,Science
1095,Diamond,Geography
1096,Diamond_cut,Science
1097,Diamond_simulant,Science
1098,Diane_Keaton,People
1099,Dice,Everyday_life
1100,Dido_and_Aeneas,Culture
1101,Diego_Garcia,Geography
1102,Diego_Maradona,People
1103,Diego_Vel%C3%A1zquez,People
1104,Differential_equation,Science
1105,Differential_geometry_and_topology,Science
1106,Diffuse_interstellar_band,Science
1107,Dik-dik,Science
1108,Dill,Science
1109,Dilophosaurus,Science
1110,Dimetrodon,Science
1111,Dingo,Science
1112,Dinosaur,Science
1113,Diplodocus,Science
1114,Distilled_beverage,Everyday_life
1115,Dixie_Mission,History
1116,Djibouti,Countries
1117,Dmitri_Mendeleev,People
1118,Doctor_Who,Everyday_life
1119,Dodo,Science
1120,Dog,Science
1121,Doha,Geography
1122,Dolphin,Science
1123,Domesday_Book,History
1124,Domestic_goat,Science
1125,Domesticated_turkey,Science
1126,Dominica,Countries
1127,Dominican_Republic,Countries
1128,Donald_Bradman,People
1129,Donald_Duck,Everyday_life
1130,Donald_Knuth,People
1131,Doom,Everyday_life
1132,Dorset,Geography
1133,Double-decker_bus,Technology
1134,Double_bass,Culture
1135,Douglas_Adams,People
1136,Dove,Science
1137,Dover,Geography
1138,Down_syndrome,Science
1139,Dr._Seuss,People
1140,Drama,Culture
1141,Drawing,Culture
1142,Dresden,Geography
1143,Drinking_water,Everyday_life
1144,Driving_on_the_left_or_right,Technology
1145,Drosera_anglica,Science
1146,Drosophila_melanogaster,Science
1147,Drought,Geography
1148,Drum_and_bass,Culture
1149,Du_Fu,People
1150,Dualism_%28philosophy_of_mind%29,Culture
1151,Dubai,Geography
1152,Dublin,Geography
1153,Dubnium,Science
1154,Dundee,Geography
1155,Dundee_United_F.C.,Everyday_life
1156,Dune,Geography
1157,Dunnock,Science
1158,Duran_Duran,Culture
1159,Durham,Geography
1160,Durham_Cathedral,Technology
1161,Durian,Everyday_life
1162,Dutch_language,Culture
1163,Dwight_D._Eisenhower,People
1164,Dysprosium,Science
1165,E._E._Cummings,People
1166,ECHELON,Citizenship
1167,EMD_BL2,Technology
1168,EMD_F7,Technology
1169,EMD_GP30,Technology
1170,Eagle,Science
1171,Eagle_Scout_%28Boy_Scouts_of_America%29,Citizenship
1172,Earl_of_Shaftesbury,People
1173,Earless_seal,Science
1174,Earth,Science
1175,Earth%27s_atmosphere,Geography
1176,Earthquake,Geography
1177,Earwax,Science
1178,East-West_Schism,Culture
1179,EastEnders,Everyday_life
1180,East_Africa,Geography
1181,East_Flemish,Culture
1182,East_Timor,Countries
1183,Easter_Island,Countries
1184,Eastern_Orthodox_Church,Culture
1185,Ebony,Science
1186,Ecology,Science
1187,Economic_inequality,Economics
1188,Economics,Economics
1189,Economy_of_Africa,Economics
1190,Economy_of_India,Economics
1191,Economy_of_Pakistan,Economics
1192,Economy_of_the_Iroquois,Economics
1193,Economy_of_the_Republic_of_Ireland,Economics
1194,Ecuador,Countries
1195,Edema,Science
1196,Edgar_Allan_Poe,People
1197,Edible_salt,Science
1198,Edinburgh,Geography
1199,Edmond_Halley,Science
1200,Edmund_Burke,People
1201,Edmund_Hillary,People
1202,Education,Citizenship
1203,Education_in_the_United_States,Geography
1204,Educational_psychology,Citizenship
1205,Edward_Gibbon,History
1206,Edward_III_of_England,History
1207,Edward_II_of_England,People
1208,Edward_IV_of_England,People
1209,Edward_I_of_England,People
1210,Edward_Jenner,People
1211,Edward_Teller,People
1212,Edward_VIII_of_the_United_Kingdom,People
1213,Edward_VII_of_the_United_Kingdom,People
1214,Edward_VI_of_England,History
1215,Edward_V_of_England,History
1216,Edward_the_Confessor,People
1217,Edwin_of_Northumbria,People
1218,Effect_of_Hurricane_Katrina_on_New_Orleans,Geography
1219,Effects_of_global_warming,Geography
1220,Effects_of_nuclear_explosions,History
1221,Egg_%28food%29,Everyday_life
1222,Egypt,Countries
1223,Egyptian_pyramids,History
1224,Eilmer_of_Malmesbury,People
1225,Einsteinium,Science
1226,El_Aai%C3%BAn,Geography
1227,El_Lissitzky,People
1228,El_Ni%C3%B1o-Southern_Oscillation,Geography
1229,El_Salvador,Countries
1230,Elagabalus,People
1231,Eldfell,Geography
1232,Election,Citizenship
1233,Electric_charge,Science
1234,Electric_field,Science
1235,Electrical_engineering,Technology
1236,Electrical_resistance,Science
1237,Electricity,Science
1238,Electromagnetic_radiation,Science
1239,Electron,Science
1240,Electron_beam_welding,Technology
1241,Electronic_amplifier,Technology
1242,Electronics,Technology
1243,Elementary_algebra,Science
1244,Elementary_arithmetic,Science
1245,Elementary_group_theory,Science
1246,Eleocharis_dulcis,Science
1247,Elephant,Science
1248,Elephant_bird,Science
1249,Elephant_shrew,Science
1250,Elias_Ashmole,People
1251,Eliminative_materialism,Culture
1252,Elizabeth_Fry,People
1253,Elizabeth_II_of_the_United_Kingdom,People
1254,Elizabeth_I_of_England,People
1255,Elvis_Presley,People
1256,Emacs,Technology
1257,Emanuel_Swedenborg,People
1258,Emirate,Citizenship
1259,Emotion,Science
1260,Emperor_Penguin,Science
1261,Empiricism,Culture
1262,Employment,Economics
1263,Emu,Science
1264,Enceladus_%28moon%29,Science
1265,Encyclop%C3%A6dia_Britannica,Culture
1266,Endoscopic_foreign_body_retrieval,Science
1267,Energy,Science
1268,Engineering,Technology
1269,England,Geography
1270,England_expects_that_every_man_will_do_his_duty,History
1271,English_Channel,Geography
1272,English_Reformation,History
1273,English_language,Culture
1274,English_peasants%27_revolt_of_1381,History
1275,English_poetry,Culture
1276,Enigma_machine,Technology
1277,Entropy,Science
1278,Environmental_science,Citizenship
1279,Enzyme_kinetics,Science
1280,Eocene,Geography
1281,Epaminondas,People
1282,Epazote,Science
1283,Epic_of_Gilgamesh,Culture
1284,Episcopal_polity,Culture
1285,Equal_Protection_Clause,Citizenship
1286,Equatorial_Guinea,Countries
1287,Erbium,Science
1288,Eric_Clapton,People
1289,Erie_Canal,Geography
1290,Eris_%28dwarf_planet%29,Science
1291,Eritrea,Countries
1292,Ernest_Hemingway,People
1293,Ernest_Rutherford,People
1294,Eruption_column,Geography
1295,Erwin_Rommel,History
1296,Eskimo,Geography
1297,Esperanto,Culture
1298,Essential_oil,Science
1299,Estonia,Geography
1300,Ethanol,Science
1301,Ethics,Culture
1302,Ethiopia,Countries
1303,Ethiopian_Wolf,Science
1304,Ethnic_group,Citizenship
1305,Euclid,People
1306,Euclidean_geometry,Science
1307,Eukaryote,Science
1308,Euphrates,Geography
1309,Eurasian_Collared_Dove,Science
1310,Eurasian_Eagle_Owl,Science
1311,Eurasian_Jay,Science
1312,Euro,Economics
1313,Europe,Geography
1314,European_Goldfinch,Science
1315,European_Parliament,Citizenship
1316,European_Space_Agency,Science
1317,European_Union,Citizenship
1318,Europium,Science
1319,Eurovision_Song_Contest,Culture
1320,Eva_Per%C3%B3n,People
1321,Evolution,Science
1322,Evolutionarily_stable_strategy,Citizenship
1323,Existentialism,Culture
1324,Exploration_of_Mars,Science
1325,Explorer_I,Science
1326,Expressionism,Culture
1327,Extinct_birds,Science
1328,Extinction,Science
1329,Extrasolar_planet,Science
1330,Extraterrestrial_life,Science
1331,Eye,Science
1332,Eye_%28cyclone%29,Geography
1333,Eyelid,Science
1334,Ezra_Pound,People
1335,F-35_Lightning_II,History
1336,F-4_Phantom_II,History
1337,FIFA,Everyday_life
1338,FIFA_World_Cup,Everyday_life
1339,FairTax,Citizenship
1340,Fair_Isle,Geography
1341,Falcon,Science
1342,Falkland_Islands,Countries
1343,Family,Everyday_life
1344,Famine,Geography
1345,Faroe_Islands,Geography
1346,Fascism,Citizenship
1347,Fashion,Everyday_life
1348,Fatty_acid,Science
1349,Fauna_of_Australia,Science
1350,Feather,Science
1351,Fed_Cup,Everyday_life
1352,Federal_Bureau_of_Investigation,Citizenship
1353,Federated_States_of_Micronesia,Geography
1354,Fedora_Core,Technology
1355,Feldspar,Geography
1356,Felice_Beato,People
1357,Felix_Mendelssohn,People
1358,Felix_the_Cat,Everyday_life
1359,Fencing,Everyday_life
1360,Fennel,Science
1361,Ferdinand_Magellan,People
1362,Ferdinandea,Geography
1363,Fermi_paradox,Science
1364,Fermium,Science
1365,Fern,Science
1366,Fertile_Crescent,Geography
1367,Fertilizer,Everyday_life
1368,Ffestiniog_Railway,Technology
1369,Fiberglass,Technology
1370,Fiction,Culture
1371,Fidel_Castro,People
1372,Fieldfare,Science
1373,Fiji,Geography
1374,Film,Everyday_life
1375,Final_Fantasy_%28video_game%29,Everyday_life
1376,Finance,Economics
1377,Fine_art,Culture
1378,Finland,Geography
1379,Fire,Science
1380,Firearm,History
1381,Firefly_%28TV_series%29,Everyday_life
1382,First_Council_of_Nicaea,Culture
1383,First_Crusade,Culture
1384,First_Macedonian_War,History
1385,First_Transcontinental_Railroad,Technology
1386,Fish,Science
1387,Fishing,Everyday_life
1388,Flag_of_Australia,Geography
1389,Flag_of_Belarus,Geography
1390,Flag_of_Hong_Kong,Geography
1391,Flag_of_India,Geography
1392,Flag_of_Mexico,Geography
1393,Flag_of_South_Africa,Geography
1394,Flag_of_the_Republic_of_China,Geography
1395,Flamingo,Science
1396,Flanders,Geography
1397,Flat_Earth,Culture
1398,Flemish_%28linguistics%29,Culture
1399,Flemish_dialects,Culture
1400,Flemish_people,Geography
1401,Flood,Geography
1402,Floppy_disk,Technology
1403,Florence_Nightingale,People
1404,Florida,Geography
1405,Florida_East_Coast_Railway,Technology
1406,Flower,Science
1407,Fluorine,Science
1408,Flute,Culture
1409,Foie_gras,Everyday_life
1410,Folic_acid,Science
1411,Folk_music,Culture
1412,Folklore,Culture
1413,Food,Everyday_life
1414,Football,Everyday_life
1415,Football_%28soccer%29,Everyday_life
1416,Force,Science
1417,Forest,Science
1418,Formic_acid,Science
1419,Formula_One,Everyday_life
1420,Forrest_Gump,Everyday_life
1421,Forth,Technology
1422,Forth_Bridge_%28railway%29,Technology
1423,Forth_Road_Bridge,Technology
1424,Fossil,Geography
1425,Fossil_fuel,Science
1426,Fossil_record,Geography
1427,Fourteenth_Amendment_to_the_United_States_Constitution,History
1428,Fox,Science
1429,Fr%C3%A9d%C3%A9ric_Chopin,People
1430,Fractal,Science
1431,France,Geography
1432,France_in_the_American_Revolutionary_War,History
1433,Frances_Oldham_Kelsey,People
1434,Francis_Bacon,People
1435,Francis_Crick,People
1436,Francis_Drake,People
1437,Francis_of_Assisi,People
1438,Francisco_Goya,People
1439,Francium,Science
1440,Frank_Lloyd_Wright,Technology
1441,Frankenstein,Culture
1442,Frankfurt,Geography
1443,Franklin_D._Roosevelt,People
1444,Franklin_Pierce,People
1445,Franks,History
1446,Franz_Kafka,People
1447,Franz_Schubert,People
1448,Frederick_Douglass,People
1449,Frederick_Hamilton-Temple-Blackwood%2C_1st_Marquess_of_Dufferin_and_Ava,People
1450,Frederick_II%2C_Holy_Roman_Emperor,People
1451,Frederick_II_of_Prussia,People
1452,Freetown,Geography
1453,French_Guiana,Countries
1454,French_Open_%28tennis%29,Everyday_life
1455,French_Polynesia,Geography
1456,French_Revolution,History
1457,French_Southern_and_Antarctic_Lands,Geography
1458,French_language,Culture
1459,Fresh_water,Geography
1460,Friedrich_Nietzsche,People
1461,Frog,Science
1462,Fruit,Everyday_life
1463,Fugu,Science
1464,Full_moon,Science
1465,Funchal,Geography
1466,Functional_programming,Technology
1467,Fundamental_theorem_of_arithmetic,Science
1468,Fungus,Science
1469,Fusarium,Science
1470,Fyodor_Dostoevsky,People
1471,GDRT,History
1472,GNOME,Technology
1473,GNU,Technology
1474,GNU_Project,Technology
1475,Gabon,Countries
1476,Gaborone,Geography
1477,Gadolinium,Science
1478,Gal%C3%A1pagos_Islands,Countries
1479,Galah,Science
1480,Galaxy,Science
1481,Galeras,Geography
1482,Galileo_Galilei,People
1483,Gallium,Science
1484,Galveston_Hurricane_of_1900,Geography
1485,Game,Everyday_life
1486,Game_theory,Science
1487,Ganesha,Culture
1488,Ganges_River,Geography
1489,Ganges_shark,Science
1490,Gangtok,Geography
1491,Garage_%28dance_music%29,Culture
1492,Garden,Everyday_life
1493,Gardening,Everyday_life
1494,Gas,Science
1495,Gas_giant,Science
1496,Gas_metal_arc_welding,Technology
1497,Gas_tungsten_arc_welding,Technology
1498,Gas_turbine-electric_locomotive,Technology
1499,Gaur,Science
1500,Gauss%27s_law,Science
1501,Gautama_Buddha,People
1502,Gaza_Strip,Geography
1503,Gazelle,Science
1504,Gender,Citizenship
1505,Genealogy,Everyday_life
1506,General_Pershing_Zephyr,Technology
1507,Genetic_code,Science
1508,Genetics,Science
1509,Geneva,Geography
1510,Genghis_Khan,People
1511,Genoa,Geography
1512,Gentoo_penguin,Science
1513,Geography,Geography
1514,Geography_of_India,Geography
1515,Geography_of_Ireland,Geography
1516,Geology,Geography
1517,Geology_of_the_Grand_Canyon_area,Geography
1518,Geometry,Science
1519,Georg_Cantor,People
1520,George_Byron%2C_6th_Baron_Byron,People
1521,George_Eliot,People
1522,George_Fox,People
1523,George_H._W._Bush,People
1524,George_Herbert,People
1525,George_III_of_the_United_Kingdom,People
1526,George_II_of_Great_Britain,People
1527,George_IV_of_the_United_Kingdom,People
1528,George_I_of_Great_Britain,People
1529,George_VI_of_the_United_Kingdom,People
1530,George_V_of_the_United_Kingdom,People
1531,George_W._Bush,People
1532,George_Washington,People
1533,Georgetown%2C_Guyana,Geography
1534,Georgia_%28country%29,Geography
1535,Gerald_Durrell,People
1536,Gerald_Ford,People
1537,German_Crusade%2C_1096,Culture
1538,German_language,Culture
1539,German_reunification,History
1540,Germanium,Science
1541,Germany,Geography
1542,Gettysburg_Address,History
1543,Ghana,Countries
1544,Ghost_Dance,Culture
1545,Giant%27s_Causeway,Geography
1546,Giant_Eland,Science
1547,Giant_Hogweed,Science
1548,Giant_Panda,Science
1549,Gibraltar,Geography
1550,Giganotosaurus,Science
1551,Gilles_Villeneuve,People
1552,Giraffe,Science
1553,Giuseppe_Verdi,Culture
1554,Giza_pyramid_complex,Technology
1555,Glacier,Geography
1556,Glacier_National_Park_%28US%29,Geography
1557,Glaciology,Geography
1558,Glasgow,Geography
1559,Glass,Science
1560,Glasses,Technology
1561,Glastonbury_Festival,Culture
1562,GlaxoSmithKline,Economics
1563,Gliding,Everyday_life
1564,Gliese_876,Science
1565,Gliese_876_b,Science
1566,Gliese_876_c,Science
1567,Gliese_876_d,Science
1568,Global,Citizenship
1569,Global_city,Geography
1570,Global_spread_of_H5N1,Citizenship
1571,Global_warming,Citizenship
1572,Globalization,Economics
1573,Globe_Theatre,Culture
1574,Globular_cluster,Science
1575,Glorious_Revolution,History
1576,Glynn_Lunney,People
1577,Gmail,Technology
1578,Go_%28board_game%29,Everyday_life
1579,Goa,Geography
1580,God,Culture
1581,Gold,Science
1582,Gold%28III%29_chloride,Science
1583,Gold_standard,Economics
1584,Golden_Eagle,Science
1585,Golden_Gate_Highlands_National_Park,Geography
1586,Goldfish,Science
1587,Gone_with_the_Wind_%28film%29,Everyday_life
1588,Google,Technology
1589,Goose,Science
1590,Gordon_Brown,People
1591,Gorilla,Science
1592,Gossypium,Science
1593,Gothenburg,Geography
1594,Gottfried_Leibniz,People
1595,Government,Citizenship
1596,Government_of_France,Citizenship
1597,Grand_Canal_of_China,Geography
1598,Grand_Canyon,Geography
1599,Grand_Central_Terminal,Technology
1600,Grand_Slam_%28tennis%29,Everyday_life
1601,Grange_Hill,Everyday_life
1602,Granite,Geography
1603,Grape_seed_oil,Everyday_life
1604,Graphic_novel,Culture
1605,Gravitation,Science
1606,Gray_Wolf,Science
1607,Gray_reef_shark,Science
1608,Grease_%28film%29,Everyday_life
1609,Great_Auk,Science
1610,Great_Barrier_Reef,Geography
1611,Great_Black-backed_Gull,Science
1612,Great_Britain,Citizenship
1613,Great_Bustard,Science
1614,Great_Comet_of_1882,Science
1615,Great_Cormorant,Science
1616,Great_Crested_Grebe,Science
1617,Great_Lakes,Geography
1618,Great_Lakes_Storm_of_1913,Geography
1619,Great_Moravia,History
1620,Great_Pyramid_of_Giza,Technology
1621,Great_Red_Spot,Science
1622,Great_Rift_Valley,Geography
1623,Great_Salt_Lake,Geography
1624,Great_Spotted_Woodpecker,Science
1625,Great_Wall_of_China,Technology
1626,Great_Yarmouth,Geography
1627,Great_comet,Science
1628,Great_white_shark,Science
1629,Greco-Buddhism,Culture
1630,Greece,Geography
1631,Greek_War_of_Independence,History
1632,Greek_mythology,Culture
1633,Green_Woodpecker,Science
1634,Greenhouse_effect,Geography
1635,Greenland,Geography
1636,Greg_LeMond,People
1637,Gregor_Mendel,People
1638,Gregorian_chant,Culture
1639,Grenada,Countries
1640,Grevy%27s_Zebra,Science
1641,Group_%28mathematics%29,Science
1642,Grover_Cleveland,People
1643,Guadeloupe,Countries
1644,Guam,Geography
1645,Guangzhou,Geography
1646,Guatemala,Countries
1647,Guernsey,Geography
1648,Guglielmo_Marconi,People
1649,Guild,Economics
1650,Guinea,Countries
1651,Guinea-Bissau,Countries
1652,Guinness,Everyday_life
1653,Guitar,Culture
1654,Gulf_of_Mexico,Geography
1655,Gull,Science
1656,Gunpowder,Science
1657,Guqin,Culture
1658,Gustav_Holst,People
1659,Gustavus_Franklin_Swift,People
1660,Guyana,Countries
1661,Gyeongju,Geography
1662,Gypsum,Geography
1663,H%C3%A4nsel_und_Gretel,Culture
1664,H.D.,People
1665,H5N1,Science
1666,HD_209458_b,Science
1667,HD_217107,Science
1668,HIV,Science
1669,HSBC,Economics
1670,HTTP_cookie,Technology
1671,H_II_region,Science
1672,Habsburg_Spain,History
1673,Hadrian%27s_Wall,History
1674,Haemophilia,Science
1675,Hafnium,Science
1676,Haiti,Countries
1677,Halfbeak,Science
1678,Halloween,Everyday_life
1679,Hamburg,Geography
1680,Hammurabi,History
1681,Hampshire,Geography
1682,Hampstead_Heath,Geography
1683,Hannibal_Barca,People
1684,Hanoi,Geography
1685,Harald_Maddadsson,History
1686,Haraldsk%C3%A6r_Woman,History
1687,Harare,Geography
1688,Hardball_squash,Everyday_life
1689,Harlem_Globetrotters,Everyday_life
1690,Harley-Davidson,Economics
1691,Harold_Macmillan,People
1692,Harold_Wilson,People
1693,Harrier_Hawk,Science
1694,Harry_Potter,Culture
1695,Harry_S._Truman,People
1696,Harvest,Everyday_life
1697,Hasekura_Tsunenaga,People
1698,Hassium,Science
1699,Hatshepsut,People
1700,Hawaiian_Goose,Science
1701,Hawk,Science
1702,Hawk-Eye,Everyday_life
1703,Hawking_radiation,Science
1704,Health,Science
1705,Heard_Island_and_McDonald_Islands,Geography
1706,Heat,Science
1707,Hebrew_calendar,History
1708,Hebrew_language,Culture
1709,Hebrides,Geography
1710,Helen,People
1711,Helen_Gandy,People
1712,Helicobacter_pylori,Science
1713,Heliocentrism,Science
1714,Helium,Science
1715,Hellenistic_Greece,History
1716,Hello_Garci_scandal,Citizenship
1717,Helmeted_Guineafowl,Science
1718,Helsinki,Geography
1719,Henipavirus,Science
1720,Henri_Matisse,People
1721,Henrik_Ibsen,People
1722,Henry_David_Thoreau,People
1723,Henry_Fonda,People
1724,Henry_Ford,People
1725,Henry_H._Rogers,People
1726,Henry_III_of_England,People
1727,Henry_II_of_England,People
1728,Henry_IV_of_England,People
1729,Henry_I_of_England,People
1730,Henry_James,People
1731,Henry_Moore,People
1732,Henry_Morrison_Flagler,People
1733,Henry_Morton_Stanley,People
1734,Henry_Purcell,People
1735,Henry_Rollins,People
1736,Henry_VIII_of_England,People
1737,Henry_VII_of_England,People
1738,Henry_VI_of_England,People
1739,Henry_V_of_England,People
1740,Hepatocellular_carcinoma,Science
1741,Heracles,History
1742,Heraclius,People
1743,Heraldry,Everyday_life
1744,Herbert_Hoover,People
1745,Herbig-Haro_object,Science
1746,Herbivore,Science
1747,Hern%C3%A1n_Cort%C3%A9s,People
1748,Hero_of_the_Russian_Federation,History
1749,Herodotus,History
1750,Heron,Science
1751,Herrerasaurus,Science
1752,Herring_Gull,Science
1753,Hey_Jude,Culture
1754,High_German_consonant_shift,Culture
1755,Hilda_of_Whitby,People
1756,Himalayas,Geography
1757,Himno_Nacional_Mexicano,Culture
1758,Hindi,Culture
1759,Hinduism,Culture
1760,Hip_hop_music,Culture
1761,Hippocrates,People
1762,Hippopotamus,Science
1763,Hirohito,People
1764,History,History
1765,History_of_Alaska,History
1766,History_of_Anglo-Saxon_England,History
1767,History_of_Arizona,History
1768,History_of_Buddhism,Culture
1769,History_of_Central_Asia,History
1770,History_of_Earth,Geography
1771,History_of_Greece,History
1772,History_of_Greenland,History
1773,History_of_New_Jersey,History
1774,History_of_Puerto_Rico,History
1775,History_of_Russia,History
1776,History_of_South_Africa,History
1777,History_of_South_Africa_in_the_apartheid_era,History
1778,History_of_South_Carolina,History
1779,History_of_computing_hardware,History
1780,History_of_democracy,Citizenship
1781,History_of_nuclear_weapons,History
1782,History_of_painting,History
1783,History_of_post-Soviet_Russia,History
1784,History_of_science,Science
1785,History_of_slavery,History
1786,History_of_the_Internet,Technology
1787,History_of_the_world,History
1788,Ho_Chi_Minh,People
1789,Ho_Chi_Minh_City,Geography
1790,Holkham_Hall,Technology
1791,Hollandic,Culture
1792,Holmium,Science
1793,Holy_Roman_Empire,History
1794,Homer,People
1795,Homestar_Runner,Everyday_life
1796,Homo_floresiensis,Science
1797,Honduras,Countries
1798,Honey,Everyday_life
1799,Honey_bee,Science
1800,Hong_Kong,Countries
1801,Hoover_Dam,Technology
1802,Hopman_Cup,Everyday_life
1803,Horatio_Nelson%2C_1st_Viscount_Nelson,People
1804,Horn_of_Africa,Geography
1805,Horse,Science
1806,Hot_air_balloon,Technology
1807,House,Everyday_life
1808,House_Martin,Science
1809,House_Sparrow,Science
1810,House_of_Lords,Citizenship
1811,Household_income_in_the_United_States,Economics
1812,Houston%2C_Texas,Geography
1813,Hovercraft,Technology
1814,Howards_End,Culture
1815,Howland_Island,Geography
1816,Hubbard_Glacier,Geography
1817,Hubble%27s_law,Science
1818,Hubble_Deep_Field,Science
1819,Hubble_Space_Telescope,Science
1820,Hudson_Bay,Geography
1821,Hugo_Wolf,People
1822,Human,Science
1823,Human_abdomen,Science
1824,Human_dignity,Citizenship
1825,Human_rights,Citizenship
1826,Humanism,Culture
1827,Humanities,Citizenship
1828,Humour,Science
1829,Humpback_Whale,Science
1830,Humphry_Davy,People
1831,Humus,Geography
1832,Hundred_Years%27_War,History
1833,Hungary,Geography
1834,Hunger,Science
1835,Huntington%27s_disease,Science
1836,Hurricane_Alex_%282004%29,Geography
1837,Hurricane_Andrew,Geography
1838,Hurricane_Camille,Geography
1839,Hurricane_Charley,Geography
1840,Hurricane_David,Geography
1841,Hurricane_Dennis,Geography
1842,Hurricane_Edouard_%281996%29,Geography
1843,Hurricane_Epsilon_%282005%29,Geography
1844,Hurricane_Felix_%281995%29,Geography
1845,Hurricane_Floyd,Geography
1846,Hurricane_Georges,Geography
1847,Hurricane_Gloria,Geography
1848,Hurricane_Ivan,Geography
1849,Hurricane_John_%281994%29,Geography
1850,Hurricane_John_%282006%29,Geography
1851,Hurricane_Katrina,Geography
1852,Hurricane_Lenny,Geography
1853,Hurricane_Mitch,Geography
1854,Hurricane_Philippe_%282005%29,Geography
1855,Hurricane_Vince_%282005%29,Geography
1856,Husein_Grada%C5%A1%C4%8Devi%C4%87,People
1857,Hutu,Geography
1858,Hyde_Park%2C_London,Geography
1859,Hydrochloric_acid,Science
1860,Hydrogen,Science
1861,Hydrogen_peroxide,Science
1862,Hydrology,Geography
1863,Hyena,Science
1864,Hymenoptera,Science
1865,IG_Farben_Building,Technology
1866,IPod,Technology
1867,ITunes,Technology
1868,I_Ching,Culture
1869,I_Want_to_Hold_Your_Hand,Culture
1870,Ibn_Battuta,People
1871,Ice,Science
1872,Ice_age,Geography
1873,Ice_hockey,Everyday_life
1874,Ice_sheet,Geography
1875,Iceland,Geography
1876,Iceland_hotspot,Geography
1877,Ichthyosaur,Science
1878,Idit_Harel_Caperton,People
1879,Idolatry,Culture
1880,Igneous_rock,Geography
1881,Igor_Stravinsky,People
1882,Iguanodon,Science
1883,Ike_Altgens,People
1884,Imagism,Culture
1885,Immanuel_Kant,People
1886,Imperative_programming,Technology
1887,Imperial_Japanese_Navy,History
1888,Impressionism,Culture
1889,Inca_Empire,History
1890,Income_disparity,Economics
1891,India,Countries
1892,Indian_Ocean,Geography
1893,Indian_Peafowl,Science
1894,Indian_Railways,Technology
1895,Indian_Standard_Time,Geography
1896,Indian_cricket_team,Everyday_life
1897,Indian_independence_movement,Citizenship
1898,Indira_Gandhi,People
1899,Indium,Science
1900,Indo-Greek_Kingdom,History
1901,Indonesia,Countries
1902,Indonesian_language,Culture
1903,Indricotherium,Science
1904,Inductance,Science
1905,Indus_River,Geography
1906,Indus_Valley_Civilization,History
1907,Industrial_Revolution,History
1908,Industry,Economics
1909,Information,Science
1910,Infrastructure,Economics
1911,Inner_Hebrides,Geography
1912,Insect,Science
1913,Insulin,Science
1914,Integrated_circuit,Science
1915,Intel_Corporation,Economics
1916,Intelligence,Science
1917,International_Court_of_Justice,Citizenship
